GRANT_CARD_CODE,ENTRY_NUM,EXIT_NUM,ENTRY_TIME,DEAL_TIME,ENTRY_STATION,EXIT_STATION
52723811,921,202,20160310085600,20160310085605,国家图书馆,车公庄
86949734,921,201,20160310143100,20160310143103,国家图书馆,西直门
86949734,921,201,20160310143100,20160310143107,国家图书馆,西直门
48086352,921,939,20160310155000,20160310155045,国家图书馆,丰台南路
48086352,921,423,20160310155000,20160310155039,国家图书馆,北宫门
67268318,921,201,20160310163000,20160310163104,国家图书馆,西直门
67268318,921,201,20160310163000,20160310163055,国家图书馆,西直门
11460928,921,9704,20160310200200,20160310200204,国家图书馆,传媒大学
11015350,921,203,20160310203900,20160310203923,国家图书馆,阜成门
11015350,921,203,20160310203900,20160310203936,国家图书馆,阜成门
